time,activity,pain,gain,stu_id,time_type,time_hr,time_min
08.30,ตื่นนอน,ไม่อยากตื่น อยากนอนต่อ,ได้เริ่มต้นวันใหม่,6210422033,,08,30
08.35,อาบน้ำ,ยังอยากนอนต่อ,สดชื่น+สะอาด,6210422033,,08,35
09.00,กินอาหาเช้า,ต้องสั่ง Delivery,อิ่มท้อง,6210422033,,09,00
10.00,เดินทางด้วย BTS ไปทำงาน,ราคาสูง,เดินทางสะดวกสบาย,6210422033,,10,00
10.30,ถึงที่ทำงาน เริ่มทำงาน,,เป็นช่วงที่พร้อมทำงานที่สุด,6210422033,,10,30
13.00,กินอาหาเที่ยง,มีร้านให้เลือกน้อย,พักจากการทำงาน และอิ่มท้อง,6210422033,,13,00
13.45,กินกาแฟ,,รู้สึกตื่นพร้อมทำงานสำหรับช่วงบ่าย,6210422033,,13,45
14.00,เริ่มทำงานช่วงบ่าย,อยากพักต่อ,ได้เริ่มทำงานที่ค้างอยู่ให้เสร็จ,6210422033,,14,00
15.15,ประชุมทีมย่อย,,สรุปงานที่จะทำประจำวัน,6210422033,,15,15
15.45,ประชุมทีมใหญ่,,สรุปรายละเอียดระหว่างทีม,6210422033,,15,45
19.15,ประชุมสรุปงานประจำวัน,เวลากระชั้นก่อนเลิกงานแค่ 15 นาที,รู้ความคืบหน้าและปัญหาในแต่ละวัน,6210422033,,19,15
19.30,เลิกงาน,ยังคิดเกี่ยวกับปัญหางานที่ค้างอยู่,ออกจาก office กลับบ้านได้,6210422033,,19,30
19.30,เดินทางด้วย BTS กลับบ้าน,ราคาสูง,เดินทางสะดวกสบาย,6210422033,,19,30
20.00,กินอาหารเย็น,อาหารเดิมๆ ซ้ำๆ,อิ่มท้อง,6210422033,,20,00
21.00,อาบน้ำ,,สดชื่น+สะอาด,6210422033,,21,00
21.30,เล่นอินเตอร์เน็ท,กลัวตกเทรนด์,ได้ความรู้ใหม่ๆ,6210422033,,21,30
22.30,ดูทีวี,รู้สึกเสียเวลา,ได้พักผ่อน,6210422033,,22,30
00.00,นอน,,,6210422033,,00,00
07.30,ตื่นนอน,ง่วงนอน,ไดพักผ่อนเต็มที่,6210422035,,07,30
08.00,อาบน้ำ,น้ำเย็น,สดชื่น ตื่นตัว,6210422035,,08,00
08.30,แต่งตัว,เสื้อยับ,ภาพลักษณ์ดี,6210422035,,08,30
09.00,เดินทางไปทำงาน,รถติดระหว่างเดินทาง,ถึงที่ทำงานก่อนเวลางาน,6210422035,,09,00
09.15,ถึงที่ทำงาน,คนรอเข้าตึกเยอะ,สาวๆให้ส่องเยอะ,6210422035,,09,15
09.30,กินข้าวเช้า,หิว,อิ่ม,6210422035,,09,30
09.45,ซื้อกาแฟ,ง่วงนอน,ตื่นตัวเมื่อได้ดื่มกาแฟ,6210422035,,09,45
10.00,เริ่มงาน,ไม่มี Passive income,ได้เงินเดือนตอนปลายเดือน,6210422035,,10,00
14.00,กินข้าวเที่ยง,หิว,อิ่ม,6210422035,,14,00
14.30,ซื้อของกินเล่นเพิ่มเติม,อยากกิน,หายอยาก,6210422035,,14,30
15.00,เรื่มงานบ่าย,มีงานค้างจากตอนเช้า,เคลียงานเสร็จก่อนเลิกงาน,6210422035,,15,00
19.00,เลิกงาน,เหงา,ได้พักผ่อน,6210422035,,19,00
19.30,กินข้าวเย็น,หิว,อิ่ม,6210422035,,19,30
20.00,เดินทางกลับบ้าน,รถติดระหว่างเดินทาง,ถึงบ้าน,6210422035,,20,00
20.30,ดู Netflix,เสียค่ารายเดือน,ได้ผ่อนคลาย สนุก,6210422035,,20,30
21.30,อาบน้ำ,น้ำเย็น,สดชื่่น สะอาด รู้สึกผ่อนคลาย,6210422035,,21,30
22.00,นอนอ่านหนังสือ,ทำให้ง่วงนอนง่าย,ได้ความรู้เพิ่มเติม,6210422035,,22,00
23.30,เข้านอน,ไม่อยากนอน,ได้นอนหลับพักผ่อน,6210422035,,23,30
07.00,ให้อาหารแมว,,มีความสุข,6220422004,,07,00
07.30,นอน,,,6220422004,,07,30
08.30,ตื่นนอน,นอนยังไม่พอ อยากนอนต่อ,รู้สึกได้พักผ่อน,6220422004,,08,30
09.00,อาบน้ำ,หนาว,รู้สึกสะอาด สดชื่น,6220422004,,09,00
10.00,Meeting,หาข้อสรุปไม่ได้,ทุกคนมีความเข้าใจในทางเดียวกัน,6220422004,,10,00
11.00,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,6220422004,,11,00
13.00,ทานมื้อเที่ยง,ทานเมนูเดิม,อิ่ม,6220422004,,13,00
14.00,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,6220422004,,14,00
15.00,Meeting,หาข้อสรุปไม่ได้,ทุกคนมีความเข้าใจในทางเดียวกัน,6220422004,,15,00
16.00,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,6220422004,,16,00
17.30,Shopping,ช๊อปเพลิน กระเป๋าเบาเลย,ได้ซื้อของ คลายความเครียด,6220422004,,17,30
18.30,ทานมื้อเย็น,ไม่รู้จะกินอะไร กลัวอ้วน,อิ่ม,6220422004,,18,30
19.00,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,6220422004,,19,00
21.00,อาบน้ำ,หนาว,รู้สึกสะอาด สดชื่น,6220422004,,21,00
21.30,เล่นเกมส์,อยากเล่นต่อ,ผ่อนคลาย,6220422004,,21,30
22.00,Self Learning,เวลาไม่เข้าใจ ขาดคนแนะนำ,ได้พัฒนาตัวเอง,6220422004,,22,00
00.00,เล่นกับแมว,,มีความสุข,6220422004,,00,00
01.00,นอน,,,6220422004,,01,00
06.45,Wake up,Still sleeping,Fresh recovery,6310422093,,06,45
07.00,Jogging or execise,Tired,Burn calories,6310422093,,07,00
08.00,Take a shower,Do it quick,Get clean,6310422093,,08,00
08.30,Drive a car to workplace,Bad traffic,Comfortable personal car,6310422093,,08,30
09.15,Breakfast,Less choices of restaurant,Not hungry,6310422093,,09,15
09.30,Start a work,Stressful job,Earn salary,6310422093,,09,30
13.00,Lunch,Many choices of restaurant,Not hungry,6310422093,,13,00
14.00,Back to workplace,Stressful job,Earn salary,6310422093,,14,00
18.00,Dinner,"Low cal. Food, not a good taste",Not hungry,6310422093,,18,00
18.30,Drive a car to gym,Bad traffic,Comfortable personal car,6310422093,,18,30
19.00,Fitness,Tired,Burn calories,6310422093,,19,00
20.30,Drive a car to home,Bad traffic and less vision,Safty arrive,6310422093,,20,30
21.30,Take a shower,Concentrate body washing,Get clean,6310422093,,21,30
22.00,Gaming on computer,Wasted time,Entertaining,6310422093,,22,00
1900-01-01,Sleep,Less sleep quality,Recovering,6310422093,,00,00
07.30,ตื่นนอน,ไม่อยากตื่น อยากนอนต่อ,ได้เริ่มต้นวันใหม่,6310422096,,07,30
07.35,อาบน้ำ,หนาว ไม่อยากอาบ,สดชื่น+สะอาด,6310422096,,07,35
07.45,เดินทางไปทำงาน,ขี้เกียจขับรถ,ได้ตั้งสติก่อนสตาร์ท,6310422096,,07,45
08.00,สแกนนิ้ว,นิ้วเปื้อน,เข้างานทัน,6310422096,,08,00
08.10,เดินรอบคลัง,เมื่อยขา ง่วงนอน เบลอ ๆ ,เดินรู้ความเคลื่อนไหวในคลัง,6310422096,,08,10
08.30,ดูแผนตู้เข้า,แผนมาช้ากว่าตู้,ได้ออกกำลังกายเดินไปตามงาน,6310422096,,08,30
09.00,ทำ Label ติดงาน,เดินไปถ่ายเอกสารไกล,ได้ทำป้ายชี้บ่งให้กับงานรู้ง่าย,6310422096,,09,00
10.00,ตรวจสอบงานที่ลงตู้,ชอบมองข้ามงานบางงาน,ให้รับรู้ว่างานมาครบ,6310422096,,10,00
12.00,พักเที่ยง,หิว,หายหิว,6310422096,,12,00
12.45,งีบ,งีบไม่ค่อยหลับ,ได้พักผ่อนเต็มที่,6310422096,,12,45
13.00,ช่วยลูกน้องเรียงงาน,ปวดหลัง,งานเรียบร้อย ได้ออกกำลังกาย,6310422096,,13,00
14.00,ตรวจสอบงานขาเข้า,ปวดตา ปวดคอ,ได้รู้ว่างานมาครบจริงไหม,6310422096,,14,00
17.00,พักเบรค,นั่งว่าง,ผ่อนคลาย,6310422096,,17,00
17.30,มาเรียงงานที่เหลือ,ปวดหลัง,งานเรียบร้อย ได้ออกกำลังกาย,6310422096,,17,30
19.30,เลิกงาน สแกนนิ้ว,นิ้วเปื้อน,กลับห้อง,6310422096,,19,30
19.50,ถึงห้อง,เข้าสู่โหมดขี้เกียจ,ได้พักผ่อน,6310422096,,19,50
21.00,อาบน้ำ,หนาว ไม่อยากอาบ,ผ่อนคลาย สะอาด,6310422096,,21,00
21.30,ทำการบ้าน,ขี้เกียจ คิดไม่ออก,การบ้านเสร็จ ได้คะแนน,6310422096,,21,30
22.30,ดูหนัง,เปลืองเวลา,ผ่อนคลาย,6310422096,,22,30
23.30,เปิดผีฟัง,กลัว,นอนหลับ,6310422096,,23,30
00.00,นอน,,,6310422096,,00,00
7.3,ตื่นนอน,ไม่อยากลุก กลิ้งอยู่บนเตียงจนแปดโมง,,6220422056,,07,30
8,อาบน้ำ,ถ้าไม่ตื่นจะสายแล้วเลยไปอาบน้ำ,,6220422056,,08,00
8.3,แต่งหน้า,,,6220422056,,08,30
8.5,เดินออกจากคอนโด,,โชคดี คอนโดติด mrt เลยไม่ต้องเดินไกล,6220422056,,08,50
8.55,ขึ้น mrt ไปทำงาน,,,6220422056,,08,55
9.3,ถึงออฟฟิต,,,6220422056,,09,30
9.35,ซื้อกาแฟ,ถ้าไม่กินรู้สึกง่วงนอน เพราะติดแล้ว,,6220422056,,09,35
9.45,เช็คอีเมล วางแผนงานที่จะทำ,,,6220422056,,09,45
10,ประชุม,,,6220422056,,10,00
12,ไปกินข้าวที่ foodcourt,มีร้านให้เลือกน้อยลง เพราะโควิด คนเข้าออฟฟิตน้อย,,6220422056,,12,00
12.4,ไปเซเว่น ซื้อน้ำยันฮี ,อยากกินน้ำหวาน แต่กลัวน้ำตาลเกิน,ซื้อน้ำวิตามินแทน เพราะอย่างน้อยก็มีกลิ่น,6220422056,,12,40
13,ทำงาน,,,6220422056,,13,00
15,ฟังหัวหน้าบรีฟงาน,,,6220422056,,15,00
16,ทำงานต่อ,,,6220422056,,16,00
18,ขึ้น mrt ไป korea town,คนน้อย เลยไม่ต้องรอนาน,,6220422056,,18,00
18.3,กินหมูย่างเกาหลีกับเพื่อน,ตัวเหม็น,เจอเพื่อน ,6220422056,,18,30
20,ไปร้านบิงซู แต่ร้านให้นั่งแค่โต๊ะละ 2 คน เลยไม่กิน,"อารมณ์เสีย เพราร้านไม่ให้นั่งด้วยกัน ,อดกิน อดเม้าท์ต่อ",ไม่ต้องกินเยอะ,6220422056,,20,00
20.3,ขึ้น mrt กลับคอนโด,,,6220422056,,20,30
21.2,ถึงคอนโด,,,6220422056,,21,20
21.2,นั่งเม้าท์กับน้อง,,,6220422056,,21,20
22,อาบน้ำ,เสียเวลาอาบน้ำนาน เพราะตัวเหม็น,,6220422056,,22,00
23,ทำการบ้าน image analytics ,ง่วงนอน แต่ต้องทำการบ้าน,เข้าใจเรื่องที่เรียนมากขึ้น,6220422056,,23,00
1,นอน,,นอนหลับสนิทมาก เพราะเหนื่อย,6220422056,,01,00
6.3,ตื่นนอน อาบน้ำ แปรงฟัน,ง่วง,ตื่นเช้า ประปรี้ประเปร่า,6210422010,,06,30
7.3,ขับรถไปทำงาน,รถติด,กินข้าวฟังเพลงบนรถ,6210422010,,07,30
8.3,ถึงที่ทำงาน,คล้ายจะขี้เกียจทำงาน,ได้ที่จอดรถในชั้นที่เดินเข้าตึกได้ง่าย,6210422010,,08,30
8.45,เดินไปร้านกาแฟ,ช่วงเวลาคนเยอะ ต่อคิวนาน,"เจอคู่รักใหม่มาแอบจิบกาแฟ , ได้ฟังเรื่องชาวบ้านที่เค้ามาเม้ามอยกัน , นึกงานออก",6210422010,,08,45
9.3,ประชุมกับผู้บริหาร,หาข้อสรุปไม่ได้,ทุกคนมีข้อเสนอแนะเยอะมาก,6210422010,,09,30
11.3,ประชุมเลิก กลับมาที่โต๊ะทำงาน,เริ่มหิว,ประชุมกลุ่มย่อย หาร้านกินข้าวกลางวัน,6210422010,,11,30
11.4,ออกไปทานข้าวกลางวัน,อิ่มเกินไป,"ได้กินของอร่อย , ได้ข้อสรุปงานที่คิดไม่ออกเมื่อวันก่อน",6210422010,,11,40
13.15,ทำงาน,กินเยอะ เริ่มง่วง,ได้งานแน่นอน,6210422010,,13,15
14,ประชุมกับหน่วยาน,หาข้อสรุปไม่ได้,บริษัทจ้างมาประชุม อย่างน้อยก็มีงานทำ,6210422010,,14,00
15,จิบกาแฟยามบ่าย,กินกาแฟตอนนี้ น่าจะไม่ได้นอน,ตาค้าง มีเอเนอยี่สูง พร้อมทำงานต่อ,6210422010,,15,00
15.15,ทำงาน,,,6210422010,,15,15
15.3,ประชุม,ได้ข้อสรุปจากการประชุมเรื่องเดิมใน ครั้งที่ 3,ได้ข้อสรุป,6210422010,,15,30
16.3,ทำงาน,,,6210422010,,16,30
17.15,คุยกับเพื่อนร่วมงาน เย็นนี้ไปร้านไหนดี,เพื่อนงานยังไม่เสร็จ ดองไว้เยอะ,ได้ร้านที่จะไป,6210422010,,17,15
18,ทานอาหารเย็นกับเพื่อน,ทุกคนหิว อาหารหมดไวมาก,"นินทาหัวหน้า, ได้ข้อสรุปจากเรื่องที่ประชุมเมื่อวันก่อน !!",6210422010,,18,00
18.3,จิบไวน์,เมา,รอสร่างเมา เจอตำรวจไม่โดนเป่า,6210422010,,18,30
20,ถึงบ้าน,แม่สงสัย ทำไมกลับไว,มีเวลาทำอย่างอื่นต่อ,6210422010,,20,00
20.3,อาบน้ำ,ขี้เกียจ หนาววว,ตัวหอม สร่างเมา ตาสว่าง,6210422010,,20,30
20.45,อ่านหนังสือ ทำงานนอก,ขี้เกียจ เหนื่อย,ได้งาน ได้ความรู้,6210422010,,20,45
23.3,ดูซีรีย์จีน,ขัดใจชะนีในเรื่อง มีแต่พระเอกแทนได้ไหม,พระเอกกล้ามหล่อมาก ได้ฝึกฟังภาษาจีนให้คุ้นหู ,6210422010,,23,30
0.3,นอน,อยากดูซีรีย์ต่อ แต่ต้องนอน,นอนเยอะๆ แก่ช้า ไม่ต้องเสียตังไปฉีดโบ,6210422010,,00,30
8.00,"ตื่นนอนจากนาฬิกาปลุก, เช็คโทรศัพท์มีข้อความอะไรบ้าง อัปเดตข่าวสารจาก twitter","รู้สึกไม่อยากลุกจากที่นอน, หมดเวลาไปกับการดูข้อความใน Social","ตื่นทันที, รับรู้ข่าวสารที่เกิดขึ้น ไม่ตกข่าว",6210422031,,08,00
8.30,อาบน้ำ แต่งตัว เตรียมตัวทำงาน,ไม่สดชื่น ไม่พร้อมเริ่มวันใหม่,กระปี้กระเปร่า ตาสว่าง,6210422031,,08,30
9.00,เริ่มทำงาน WFH,เบื่อ ,ไม่ต้องเดินทาง,6210422031,,09,00
10.45,พักเบรค หาอะไรรองท้อง,หิว ไม่มีพลังในการทำงาน,อิ่ม มีแรงในการทำงาน,6210422031,,10,45
11.00,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันตามแผน,6210422031,,11,00
12.00,พักเบรคเที่ยง กินข้าว อ่านนิยาย 1 ตอน เช็คข่าวใน Social เล่นเกมส์ 1 รอบ,หิว ไม่มีพลังในการทำงาน เบื่อ,อิ่ม มีพลังในการทำงาน ได้พักคลายเครียดทำในสิ่งที่รู้สึกชอบ,6210422031,,12,00
13.00,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันตามแผน,6210422031,,13,00
14.30,พักเบรค,เบื่อ ,ได้พักเติมพลัง,6210422031,,14,30
14.45,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันตามแผน,6210422031,,14,45
17.30,พักเบรคงาน ช่วงเย็น ออกจากบ้านไปหาของกิน ไปซื้อของที่ตั้งใจจะซื้อ,ต้องขับรถออกจากบ้าน,ได้ของกิน ได้ของที่ตั้งใจจะซื้อ ได้ออกไปผ่อนคลาย,6210422031,,17,30
18.30,ถึงบ้าน เก็บของ,บ้านรก,อยู่ในที่คุ้นเคย สบายใจ บ้านเป็นระเบียบ,6210422031,,18,30
19.00,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จก่อนเวลา เคลียร์ออกได้,6210422031,,19,00
21.00,อาบน้ำ,รู้สึกเหนียวตัว สกปรก,รู้สึกสดชื่น สะอาด,6210422031,,21,00
21.30,นั่งคุยกับพี่สาว เล่นกับแมว,รู้สึกเครียดจากงาน,ได้มีปฏิสัมพันธ์กับครอบครัวและแมว ได้ระบายความเบื่อ แมวไม่เหงา,6210422031,,21,30
22.00,"เวลาผ่อนคลาย ดู youtube, อ่านนิยาย, social",รู้สึกเครียดจากงาน,ผ่อนคลาย มีความสุข รู้เหตุการณ์ที่เกิดขึ้นในวันนี้มีอะไรบ้าง,6210422031,,22,00
00.00,นอน,ง่วง,พักผ่อน,6210422031,,00,00
06.30,ตื่นมาปิดนาฬิกาปลุก รอบที่ 1,ล้า ไม่อยากลุก,ได้นอนต่อ,6210422032,,06,30
07.00,ตื่นมาปิดนาฬิกาปลุก รอบที่ 2,หนวกหู ไม่อยากลุก,ได้นอนต่อ,6210422032,,07,00
07.30,ตื่นนอน,รู้สึกขี้เกียจ ไม่อยากลุก,ได้ไปทำกิจกรรมต่างๆ,6210422032,,07,30
07.35,เล่มเกมส์,ใช้เวลาในการเล่น เปลืองเวลา ลืมเวลา,คลายความงัวเงีย,6210422032,,07,35
07.50,อาบน้ำ,หนาว,สดชื่น และตื่นเต็มที่,6210422032,,07,50
08.10,แต่งตัว,ใช้เวลาในการเลือกเสื้อผ้า แต่งหน้า แต่งตัว ไม่รู้จะใส่อะไร,สวย เข้ากล้องแล้วหน้าไม่ซีด,6210422032,,08,10
08.30,กินอกไก่ไข่ต้ม คลีน (พ่อทำไว้ให้),จืด ไม่อร่อย เบื่อ,ได้สุขภาพ น้ำหนักไม่ขึ้น,6210422032,,08,30
09.00,เปิด MS Team เช็คอินการทำงาน,ขี้เกียจ,ได้เงินเดือน,6210422032,,09,00
09.05,เปิดอีเมล์ ตอบเมล์ Support ลูกค้า,ขี้เกียจคุย โดนลูกค้าโวยวายใส่,ได้เงินเดือน,6210422032,,09,05
10.00,สกรัมผ่าน MS Team,ได้งานเพิ่ม ,ได้แก้ไขปัญหา ได้แชร์งานที่ทำ,6210422032,,10,00
10.30,วิเคราะห์ สรุปเอกสาร Requirement,ขี้เกียจ คิดเยอะ ปวดสมอง,ได้เงินเดือน ได้เข้าใจ Business,6210422032,,10,30
13.00,สั่งข้าวผ่าน Line man,ไม่รู้จะกินอะไรดี,ไม่ต้องออกไปหาซื้อ,6210422032,,13,00
13.10,เช็ค Facebook Instragram,ไม่รู้จะดูอะไร เลื่อนไปเรื่อยๆ เสียเวลา,รู้เรื่องชาวบ้าน อัพเดทเทรน,6210422032,,13,10
13.40,กินข้าว,กินอิ่มง่วงนอน อ้วน,อิ่ม,6210422032,,13,40
14.30,ออกไปซื้อของทำขนม,ต้องเดินทาง ไปแล้วได้มากกว่าที่ List ไว้,ได้ของตามที่เราต้องการ เลือกเองได้ ถูกใจ หาของทดแทนได้,6210422032,,14,30
16.00,ทำขนม,ยืนนาน เฝ้าตู้อบเพื่อดูสีของขนม เสียเวลาในการเฝ้าไปโดยเปล่าประโยชน์,สร้างรายได้เสริม สร้างภาพพจน์บน Social,6210422032,,16,00
